[ID]
1

[Sector]
Viticus

[Coordinates]
10;10

[Name]
Bridge To Terraboria

[Description]
Beetleboars have been spotted near a bridge the Courier frequently uses for scouting missions. Go there and take care of them.

[Pre-scenario Dialogue]

[Win Dialogue]

[Lose Dialogue]

[Bonus Dialogue]

[Post-scenario Dialogue]

[Objective]
Vanquish

[Reward]
10 Supplies
10 Favor SF

[Punishment]
-10 Favor SF

[Bonus Objective]
Win in 6

[Bonus Reward]
10 Favor SF
1 Relic

[Unlocks]
2

[Unlocks on Loss]
3

[Unlocks on Win]
4

[Unlocks on Bonus]
5

[Grid Size]
30 ;30

[Tiles]
0 Snow 0
1 TextureMap 0 
2 Mud 0.5
3 Water 1
4 Snow2 0
5 TextureMap 0
6 TextureMap 0
7 TextureMap 0
8 TextureMap 0
9 TextureMap 0

[Tile Map]
20    ;20    ;20    ;20    ;20    ;20    ;12    ;3     ;3       ;3        ;12       ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;20    ;20    ;20    ;20    ;12    ;3     ;3       ;3        ;12       ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;42    ;20    ;20    ;20    ;12    ;3     ;3       ;3        ;12       ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;31    ;22    ;20    ;20    ;20    ;12    ;3       ;3        ;3        ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;22    ;20    ;20    ;20    ;20    ;20    ;12      ;3        ;3        ;3     ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;12      ;3        ;3        ;3     ;12    ;20    ;20    ;20    ;41    ;34    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;3       ;3        ;3        ;3     ;12    ;20    ;20    ;34    ;34    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;20    ;20    ;20    ;20    ;20    ;12    ;3       ;3        ;3        ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
20    ;20    ;20    ;20    ;20    ;20    ;12    ;3     ;3       ;3        ;12       ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20     ;20    ;20
41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41      ;41       ;41       ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41     ;41    ;41 
21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21      ;21       ;21       ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21     ;21    ;21   
21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21      ;21       ;21       ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21     ;21    ;21   
21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21      ;21       ;21       ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21    ;21     ;21    ;21
41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41      ;41       ;41       ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41    ;41     ;41    ;41 
20    ;20    ;20    ;20    ;20    ;20    ;20    ;12    ;3       ;3        ;3        ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20    ;20    ;20     ;20    ;20  
20    ;20    ;20    ;20    ;20    ;32    ;20    ;12    ;3       ;3        ;3        ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;22    ;20    ;20    ;20    ;20     ;20    ;20  
20    ;20    ;32    ;32    ;20    ;20    ;20    ;20    ;12      ;3        ;3        ;3     ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20    ;20     ;20    ;20  
20    ;20    ;20    ;32    ;20    ;20    ;20    ;20    ;12      ;3        ;3        ;3     ;12    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20    ;20     ;20    ;20 
20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;12      ;3        ;3        ;3     ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20     ;20    ;20
20    ;20    ;20    ;20    ;20    ;20    ;12    ;12    ;3       ;3        ;3        ;3     ;12    ;22    ;22    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;20    ;20     ;20    ;22  
20    ;20    ;20    ;20    ;20    ;20    ;12    ;12    ;3       ;3        ;3        ;3     ;12    ;22    ;22    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;20    ;22     ;22    ;22
20    ;20    ;20    ;20    ;20    ;12    ;12    ;3     ;3       ;3        ;3        ;3     ;12    ;12    ;22    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;22    ;22     ;22    ;20
20    ;20    ;22    ;22    ;20    ;12    ;12    ;3     ;3       ;3        ;3        ;3     ;12    ;12    ;22    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;22     ;22    ;20
20    ;20    ;32    ;22    ;20    ;12    ;12    ;3     ;3       ;4        ;4        ;3     ;3     ;12    ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22    ;22     ;20    ;20
20    ;22    ;22    ;20    ;20    ;12    ;12    ;3     ;3       ;54       ;44       ;3     ;3     ;12    ;12    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;20    ;22    ;22     ;20    ;20
