[ID]
2

[Sector]
Viticus

[Coordinates]
5;15

[Name]
Mana Falls

[Description]
A strange mana pulse has been detected near Mana Falls. We think an old Relic might have been unearthed by the disaster at City B. Your task is to recover that relic.

[Pre-scenario Dialogue]

[Win Dialogue]

[Lose Dialogue]

[Bonus Dialogue]

[Post-scenario Dialogue]

[Objective]
Recover

[Reward]
1 Relic
10 Favor Forge

[Punishment]
-10 Favor Forge

[Bonus Objective]
Defeat 10

[Bonus Reward]
10 Favor SF
10 Supplies

[Unlocks]
0

[Unlocks on Loss]
0

[Unlocks on Win]
6

[Unlocks on Bonus]
0

[Grid Size]
20 ;20

[Tile Map]
63 ;56 ;56 ;63 ;63 ;63 ;63 ;63 ;63 ;53 ;43 ;43 ;43 ;43 ;53 ;23 ;23 ;23 ;23 ;23
63 ;63 ;56 ;56 ;63 ;63 ;63 ;63 ;53 ;43 ;43 ;43 ;43 ;43 ;53 ;53 ;23 ;23 ;23 ;23
63 ;63 ;63 ;56 ;56 ;63 ;63 ;53 ;43 ;43 ;43 ;43 ;43 ;43 ;53 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;56 ;56 ;59 ;39 ;39 ;43 ;43 ;43 ;43 ;43 ;23 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;63 ;59 ;56 ;36 ;36 ;39 ;43 ;43 ;43 ;33 ;33 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;63 ;56 ;56 ;36 ;36 ;39 ;43 ;43 ;43 ;43 ;23 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;56 ;56 ;56 ;36 ;36 ;36 ;39 ;39 ;39 ;43 ;23 ;23 ;23 ;23 ;23 ;19
63 ;63 ;59 ;56 ;56 ;63 ;63 ;63 ;63 ;36 ;36 ;36 ;36 ;16 ;19 ;19 ;19 ;19 ;19 ;16
59 ;59 ;56 ;56 ;63 ;63 ;63 ;67 ;63 ;63 ;36 ;36 ;36 ;16 ;16 ;16 ;16 ;16 ;16 ;16
56 ;56 ;56 ;64 ;63 ;63 ;67 ;67 ;67 ;63 ;63 ;36 ;36 ;16 ;16 ;16 ;16 ;16 ;23 ;23
56 ;56 ;56 ;56 ;63 ;63 ;63 ;67 ;63 ;63 ;36 ;36 ;36 ;16 ;16 ;19 ;16 ;23 ;23 ;23
59 ;59 ;59 ;56 ;56 ;56 ;56 ;56 ;56 ;56 ;36 ;36 ;36 ;16 ;16 ;16 ;16 ;16 ;23 ;23
63 ;63 ;63 ;63 ;56 ;56 ;56 ;56 ;56 ;56 ;36 ;36 ;36 ;16 ;16 ;16 ;19 ;16 ;16 ;16
63 ;63 ;63 ;63 ;63 ;63 ;59 ;59 ;56 ;63 ;33 ;36 ;36 ;16 ;19 ;19 ;23 ;19 ;19 ;16
63 ;63 ;63 ;63 ;63 ;63 ;63 ;59 ;56 ;56 ;36 ;36 ;39 ;43 ;43 ;23 ;23 ;23 ;23 ;19
63 ;63 ;63 ;63 ;63 ;63 ;63 ;56 ;56 ;59 ;39 ;39 ;43 ;43 ;33 ;33 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;63 ;63 ;56 ;56 ;56 ;63 ;63 ;63 ;43 ;43 ;33 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;63 ;56 ;56 ;63 ;63 ;63 ;63 ;63 ;63 ;43 ;23 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;63 ;56 ;63 ;63 ;63 ;63 ;53 ;43 ;43 ;43 ;23 ;23 ;23 ;23 ;23 ;23
63 ;63 ;63 ;63 ;56 ;56 ;63 ;63 ;63 ;53 ;53 ;43 ;43 ;23 ;23 ;23 ;23 ;23 ;23 ;23

[Object Map]
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0

[Character Map]
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 
0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0
